play_music,exampleSentence,i want to hear radio head please
play_music,exampleSentence,play for me the music by the beatles
play_music,exampleSentence,play happy playlist next
play_music,exampleSentence,play the song for me
play_music,exampleSentence,play the electronic playlist
play_music,exampleSentence,play the barney theme song
play_music,exampleSentence,play my favorite music
play_music,exampleSentence,play a song that will make me smile
play_music,exampleSentence,coordinate all pop song genres
play_music,exampleSentence,play only songs by the beatles please
play_music,exampleSentence,play the last song from my most recent playlist
play_music,exampleSentence,go to youtube and play me the best wedding songs collection
play_music,exampleSentence,hey play me a popular country song
play_music,exampleSentence,select and play only christian rock from one thousand nine hundred and ninety upwards
play_music,exampleSentence,play all songs by martina mcbride
play_music,exampleSentence,show me the best podcast of folk songs having good rating and play it
play_music,exampleSentence,play my preferred song
play_music,exampleSentence,turn on the tunes
play_music,exampleSentence,get sia's cheap thrills ready to play next
play_music,exampleSentence,i want to hear my favorite jazz music genre
play_music,exampleSentence,play the song title
play_music,exampleSentence,play all by the beatles
play_music,exampleSentence,let's hear some indie rock okay
play_music,exampleSentence,next i want to hear shinedown
play_music,exampleSentence,now playing
play_music,exampleSentence,play my morning playlist
play_music,exampleSentence,try to play old nineties classic music
play_music,exampleSentence,find and queue all songs of kate perry and play all without shuffling
play_music,exampleSentence,i would like to hear the theme song to this is us
play_music,exampleSentence,play green day
transport_query,exampleSentence,route to melbourne
transport_query,exampleSentence,i need the arrival time for new york train
transport_query,exampleSentence,directions to virginia beach va
transport_query,exampleSentence,what is time of indianapolis express
transport_query,exampleSentence,directions to nearest apple store
transport_query,exampleSentence,next train to dc
transport_query,exampleSentence,what time does the train arrive at edinburgh
transport_query,exampleSentence,take me to tnagar
transport_query,exampleSentence,when is the next train to new york
transport_query,exampleSentence,get me directions to meijer
transport_query,exampleSentence,how much is a train ticket to san fransisco
transport_query,exampleSentence,what is the estimated travel time for the train ride to orlando
transport_query,exampleSentence,what time does the first train depart from chicago
transport_query,exampleSentence,how do i get to the grocery store
transport_query,exampleSentence,show me the shortest route towards nearest train station
transport_query,exampleSentence,how far is the distance to rccg ikoyi lagos from here by train
transport_query,exampleSentence,where can i book a train ticket to oregon
transport_query,exampleSentence,what time does the last train arrive in dallas
transport_query,exampleSentence,give me the driving directions from faripir to gurpur
transport_query,exampleSentence,how to go to multi specialty hospital
transport_query,exampleSentence,tell me the exact arrival time of train from newcastle to edinburgh
transport_query,exampleSentence,how long i can go to dundee
transport_query,exampleSentence,can you find me a train ticket to montauk
transport_query,exampleSentence,calculate the travel time if i go to orlando by train
transport_query,exampleSentence,how long does it take to get the train from rome to paris
transport_query,exampleSentence,please tell em the list of trains to chicago via california
transport_query,exampleSentence,what is the time of the morning train headed to chicago
transport_query,exampleSentence,how far is it from tokyo to dallas
transport_query,exampleSentence,how do i book a train ticket online
transport_query,exampleSentence,can you reserve a ticket to grand rapids by train
email_query,exampleSentence,what did the clinic say about my exams
email_query,exampleSentence,did my mom send me an email
email_query,exampleSentence,check emails from gary for last hour
