alarm_query,exampleSentence,remind me about my alarms today
alarm_query,exampleSentence,list my different alarm
alarm_query,exampleSentence,what alarms are set
alarm_query,exampleSentence,list alarms
alarm_query,exampleSentence,what's the alarm situation for tomorrow
alarm_query,exampleSentence,let me know about any alarms set today
alarm_query,exampleSentence,at what time have you set alarm for me
alarm_query,exampleSentence,if there any alarm is set then let me know
alarm_query,exampleSentence,show me the alarms i set
alarm_query,exampleSentence,show me the alarms that are set
alarm_remove,exampleSentence,change my alarm
alarm_remove,exampleSentence,one pm removed
alarm_remove,exampleSentence,snooze all today's alarms permanently
alarm_remove,exampleSentence,remove all alarms
alarm_remove,exampleSentence,reset alarm
alarm_remove,exampleSentence,remove the alarm set for ten pm
alarm_remove,exampleSentence,remove finlee's bedtime alarm
alarm_remove,exampleSentence,two am removed
alarm_remove,exampleSentence,do not wake me up tomorrow
alarm_remove,exampleSentence,remove all alarm of sunday
alarm_set,exampleSentence,set alarm for tomorrow morning at six am
alarm_set,exampleSentence,is my alarm set for seven am
alarm_set,exampleSentence,set an alarm for two hours from now
alarm_set,exampleSentence,open clock
alarm_set,exampleSentence,please set alarm for all days
alarm_set,exampleSentence,set alarm for nine am
alarm_set,exampleSentence,set an alarm at six in the morning
alarm_set,exampleSentence,add a five am alarm in place of my nine pm alarm
alarm_set,exampleSentence,create an alarm for six am
alarm_set,exampleSentence,please set an alarm for tomorrows meeting at seven am
audio_volume_down,exampleSentence,turn the volume down
audio_volume_down,exampleSentence,lower the volume
audio_volume_down,exampleSentence,lower your volume please
audio_volume_down,exampleSentence,turn down media volume
audio_volume_down,exampleSentence,lower volume to half
audio_volume_down,exampleSentence,lower all volume on speakers please
audio_volume_down,exampleSentence,please reduce the sound
audio_volume_down,exampleSentence,quieter
audio_volume_down,exampleSentence,please decrease the volume of music player
audio_volume_down,exampleSentence,decrease volume to very soft
audio_volume_mute,exampleSentence,touch the mute button
audio_volume_mute,exampleSentence,mute yourself when i am in a meeting
audio_volume_mute,exampleSentence,be quiet
audio_volume_mute,exampleSentence,mute yourself until five pm
audio_volume_mute,exampleSentence,goodnight
audio_volume_mute,exampleSentence,please mute the television for one hour
audio_volume_mute,exampleSentence,silence please
audio_volume_mute,exampleSentence,Please pause the song
audio_volume_mute,exampleSentence,no speaking please
audio_volume_mute,exampleSentence,please do not talk for thirty minutes
audio_volume_up,exampleSentence,turn the volume up
audio_volume_up,exampleSentence,turn up the volume
audio_volume_up,exampleSentence,unmute the speaker now
audio_volume_up,exampleSentence,volume louder please
audio_volume_up,exampleSentence,i am unable to hear you can you speak little loud
audio_volume_up,exampleSentence,can you turn up your volume
audio_volume_up,exampleSentence,hey sound is low can you tune it up
audio_volume_up,exampleSentence,change my music player volume to eighty percent
audio_volume_up,exampleSentence,could you speak louder
audio_volume_up,exampleSentence,please speak up
calendar_query,exampleSentence,do i have any thing going on at five
calendar_query,exampleSentence,where is tuesday's morning meeting
calendar_query,exampleSentence,when is the next office meeting
calendar_query,exampleSentence,what's my next appointment
calendar_query,exampleSentence,is there any event today in my calendar
calendar_query,exampleSentence,My weekly plan
calendar_query,exampleSentence,any upcoming events
calendar_query,exampleSentence,let me know about upcoming events
calendar_query,exampleSentence,am i free on sunday day
calendar_query,exampleSentence,do i have anything planned for the twenty first
calendar_remove,exampleSentence,please empty my calendar
calendar_remove,exampleSentence,delete all recurring staff meetings
calendar_remove,exampleSentence,remove all events from my calendar
calendar_remove,exampleSentence,erase my appointment for march seven
calendar_remove,exampleSentence,please delete this event
calendar_remove,exampleSentence,remove father's day from calendar
calendar_remove,exampleSentence,remove events from calendar
calendar_remove,exampleSentence,rm rf calendar
calendar_remove,exampleSentence,can you delete the dentist appointment
calendar_remove,exampleSentence,remove today's meeting at evening
calendar_set,exampleSentence,schedule dinner with sara and jamie
calendar_set,exampleSentence,add lunch appointment with lisa to january second at twelve thirty pm
calendar_set,exampleSentence,can you remind my next meeting with my boss one hour before it will happen
calendar_set,exampleSentence,set a reminder for twelve thirty meeting with the boss
calendar_set,exampleSentence,every wednesday night at five pm remind me to meet phil
calendar_set,exampleSentence,remind me everyday at two pm for lunch
calendar_set,exampleSentence,can you sync my calendar with mark
calendar_set,exampleSentence,set rotating event
calendar_set,exampleSentence,thursday at three pm there is a teachers meeting i need to be reminded of
calendar_set,exampleSentence,create a repeating event on mondays at seven pm
cooking_recipe,exampleSentence,what is the cooking time for mashed potatoes
cooking_recipe,exampleSentence,i need a recipe that is from ingredients on my shopping list
cooking_recipe,exampleSentence,how to make fried rice
cooking_recipe,exampleSentence,show me tutorials on cooking food
cooking_recipe,exampleSentence,find me a recipe for carrot soup
cooking_recipe,exampleSentence,how do i make cookies
cooking_recipe,exampleSentence,how much meat should i buy to serve ten people
cooking_recipe,exampleSentence,what is a cookie recipe
cooking_recipe,exampleSentence,give me some recipes for sheperds pie
cooking_recipe,exampleSentence,what is the recipe for apple pie
datetime_convert,exampleSentence,switch to los angeles time
datetime_convert,exampleSentence,when it is nine in the east what time is it in the west
datetime_convert,exampleSentence,it is five forty five am in liverpool what time is now new york
datetime_convert,exampleSentence,how many hours difference is there between london and new york
datetime_convert,exampleSentence,given it is four thirty five pm in london what time is it in melbourne
datetime_convert,exampleSentence,can you convert my time zone to the time zone i'm currently in
datetime_convert,exampleSentence,what is time now in japan compared to usa
datetime_convert,exampleSentence,what is the time difference between eastern time and pacific time
datetime_convert,exampleSentence,eight am manila time is what in eastern time
datetime_convert,exampleSentence,switch to eastern time zone
datetime_query,exampleSentence,today is monday is it
datetime_query,exampleSentence,what day is christmas
datetime_query,exampleSentence,what time is it on the east coast of the united states
datetime_query,exampleSentence,what is the time in beijing
datetime_query,exampleSentence,uh what does the current date happen to be
datetime_query,exampleSentence,what is the time in hyderabad
datetime_query,exampleSentence,what is the current time in california
datetime_query,exampleSentence,what time is it in the eastern half of the us right now
datetime_query,exampleSentence,give me time
datetime_query,exampleSentence,show me boston's current time
email_addcontact,exampleSentence,i want to and my email address
email_addcontact,exampleSentence,add email to contacts
email_addcontact,exampleSentence,will you please put something something@gmail dot com in my contacts
email_addcontact,exampleSentence,make this email a new contact
email_addcontact,exampleSentence,add the email oriam@gmail dot com to my contacts
email_addcontact,exampleSentence,save this email in my contact for future use
email_addcontact,exampleSentence,i need you to add gary's email to my favorites
email_addcontact,exampleSentence,add john@gmail dot com to contacts
email_addcontact,exampleSentence,here's an email address
email_addcontact,exampleSentence,add carl's email to my contact
email_query,exampleSentence,update me on my emails
email_query,exampleSentence,please check if there is a new email on the inbox
email_query,exampleSentence,did i receive any email in the past hour
email_query,exampleSentence,please check whether the email of jancy has come
email_query,exampleSentence,list all emails with subject contract
email_query,exampleSentence,display recent email from john
email_query,exampleSentence,check email client
email_query,exampleSentence,let me know of any incoming emails for the last hour please
email_query,exampleSentence,has amy sent me any new emails
email_query,exampleSentence,what and who was i emailed about last week
email_querycontact,exampleSentence,look up in contacts
email_querycontact,exampleSentence,what's his number
email_querycontact,exampleSentence,select the information on the contact
email_querycontact,exampleSentence,is there a way to pull up information about a contact
email_querycontact,exampleSentence,check and tell me the address of my friend alex
email_querycontact,exampleSentence,what is mary s.'s birthday
email_querycontact,exampleSentence,do i have a number for jerry
email_querycontact,exampleSentence,do i have the address for the apple store in my contacts
email_querycontact,exampleSentence,fetch me the phone number of Alexander
email_querycontact,exampleSentence,what is charles's email
email_sendemail,exampleSentence,send an email for me
email_sendemail,exampleSentence,answer email
email_sendemail,exampleSentence,send a mail to alex asking about the due payment
email_sendemail,exampleSentence,compose an email to parisa
email_sendemail,exampleSentence,start and email to john smith
email_sendemail,exampleSentence,send email to bro and say hi come down for dinner tonight
email_sendemail,exampleSentence,send a reply to mike with the answer four hundred and thirty from his email he sent this morning
email_sendemail,exampleSentence,tell chris i will be late through email
email_sendemail,exampleSentence,i need to add a new email to my contacts
email_sendemail,exampleSentence,send an email to bob
general_affirm,exampleSentence,yeah that was fantastic.
general_affirm,exampleSentence,yeah get that correcly.
general_affirm,exampleSentence,yeap perfect response to the command.
general_affirm,exampleSentence,yeah answer was correct.
general_affirm,exampleSentence,yes perfectly.
general_affirm,exampleSentence,yeah you did it exactly.
general_affirm,exampleSentence,correcly.
general_affirm,exampleSentence,yeap that's right.
general_affirm,exampleSentence,yeap.
general_affirm,exampleSentence,yeap excellent response to the command.
general_commandstop,exampleSentence,will you just stop please.
general_commandstop,exampleSentence,olly i would like you stop.
general_commandstop,exampleSentence,olly please could you just cancel.
general_commandstop,exampleSentence,olly could you please shut up.
general_commandstop,exampleSentence,i would talk to you later on.
general_commandstop,exampleSentence,olly that will be all.
general_commandstop,exampleSentence,will you shut down please.
general_commandstop,exampleSentence,olly would you please shut up.
general_commandstop,exampleSentence,i want you just stop it.
general_commandstop,exampleSentence,please can you shut off.
general_confirm,exampleSentence,did you get the last thing said correctly?
general_confirm,exampleSentence,would you check and confirm detail please.
general_confirm,exampleSentence,please confirm details.
general_confirm,exampleSentence,did you get what i just said correctly?
general_confirm,exampleSentence,check last thing i said.
general_confirm,exampleSentence,would you please check question.
